id,name,type,resolution,sunLight,leftForbiden,rightForbiden,TLE1,TLE2,maxImaging,RecordPlatRate,storage,energy,transitionGround
127,OPT127,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  26.2409  54.2980 0189446 293.6102  67.2298 13.5977377900000,300,3.5,5000,3500,30
128,OPT128,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  48.4383 279.8661 0807408 311.4392 243.0605 13.1704658500000,300,4,4700,3600,40
129,OPT129,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  50.4505  60.5901 0628583 167.6814 195.1729 13.6699874700000,300,3,4800,3700,30
130,OPT130,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  16.1550 198.7760 0703424  47.0343 313.8139 13.2075022100000,300,3.5,4000,3400,40
131,OPT131,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  33.4872 217.8439 0778993  96.2629 221.5552 13.3922477000000,300,4,4500,3300,35
132,OPT132,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  13.4740 124.0275 0949809  52.0799  85.2539 13.2264529600000,300,3,5000,3000,45
133,OPT133,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  57.9967  71.4677 0206092  66.1044 347.7005 13.9033025000000,300,3.5,4700,3500,35
134,OPT134,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  36.3242  21.9505 0469757 211.6400  22.5092 13.6631236000000,300,4,4800,3600,30
135,OPT135,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  23.8854 350.7076 0536083 326.7368 358.9116 13.5344277100000,300,3,4000,3700,40
136,OPT136,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  14.3235  65.0252 0752726 183.2178 283.0729 13.5400128200000,300,3.5,4500,3400,30
137,OPT137,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  53.2901 294.6633 0683310   4.3228  42.0224 13.6760578600000,300,4,5000,3300,40
138,OPT138,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  52.7245 230.9351 0011527 185.1904  45.1913 13.1984551300000,300,3,4700,3000,35
139,OPT139,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   8.7749 199.8348 0337374  71.3095  21.3217 13.0564525500000,300,3.5,4800,3500,45
140,OPT140,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  53.0396  24.2356 0775389 296.8777 314.8795 13.0832776800000,300,4,4000,3600,35
141,OPT141,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   7.4355 307.8960 0998623 152.6836 346.3660 13.1491602000000,300,3,4500,3700,30
142,OPT142,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  41.3510 336.2770 0591630 298.1810 234.9091 13.9683648100000,300,3.5,5000,3400,40
143,OPT143,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   7.5479 238.7075 0307559 135.0570 222.5347 13.8752051500000,300,4,4700,3300,30
144,OPT144,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   9.2149 293.3429 0496058  74.5901 148.9512 13.3000224700000,300,3,4800,3000,40
145,OPT145,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  41.4710   2.8991 0583716 106.5560  22.4793 13.3587052400000,300,3.5,4000,3500,35
146,OPT146,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  39.9775 192.4255 0320642 283.5119  42.7210 13.3425019300000,300,4,4500,3600,45
147,OPT147,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  25.8351 251.6120 0138507  26.0564 121.8842 13.1473202300000,300,3,5000,3700,35
148,OPT148,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  10.2717 306.7761 0350682  22.6723  39.2486 13.3572784600000,300,3.5,4700,3400,30
149,OPT149,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  10.3108 354.1814 0027973  42.9486 212.3738 13.0079552800000,300,4,4800,3300,40
150,OPT150,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  26.0564 233.9463 0524333 154.8653   7.2195 13.9036265900000,300,3,4000,3000,30
151,OPT151,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  30.6697  23.2476 0693202 280.1126  93.4241 13.3304027200000,300,3.5,4500,3500,40
152,OPT152,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  41.3149 192.9334 0275565 259.1684  60.9433 13.9716072100000,300,4,5000,3600,35
153,OPT153,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  56.1620 296.6817 0200800 176.9620 202.3967 13.5143967700000,300,3,4700,3700,45
154,OPT154,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  19.3936 189.7694 0811091 170.6896 337.7571 13.9672222600000,300,3.5,4800,3400,35
155,OPT155,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  20.4549 109.2606 0473955 213.8734 120.4118 13.2297932500000,300,4,4000,3300,30
156,OPT156,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  45.2931  12.2912 0158989  58.2216 141.7450 13.2186581400000,300,3,4500,3000,40
157,OPT157,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  52.7229  43.5597 0559940  60.3667 240.8785 13.7481310500000,300,3.5,5000,3500,30
158,OPT158,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  57.9108  17.7412 0923000 337.0338  76.9503 13.9111767000000,300,4,4700,3600,40
159,OPT159,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  44.9720  42.9806 0458462 353.9353  79.6019 13.6543665200000,300,3,4800,3700,35
160,OPT160,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  22.2388  92.1851 0399765 259.8331 354.3183 13.5896884300000,300,3.5,4000,3400,45
161,OPT161,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  32.0954   0.3017 0483494  15.0425 351.5450 13.4071791400000,300,4,4500,3300,35
162,OPT162,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  14.9651  36.4437 0299982  39.7876 165.6614 13.0987389000000,300,3,5000,3000,30
163,OPT163,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  45.6401 144.3480 0093643  20.6624 112.1999 13.7652355300000,300,3.5,4700,3500,40
164,OPT164,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  55.6663 301.1899 0487214 325.0957 131.4944 13.3772183200000,300,4,4800,3600,30
165,OPT165,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  56.4195 107.4827 0971348 297.9538   2.6677 13.4898076000000,300,3,4000,3700,40
166,OPT166,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   4.8200 217.6118 0972754 295.4942 107.7526 13.5910517400000,300,3.5,4500,3400,35
167,OPT167,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  20.6900 189.9149 0694348 183.1822  45.8206 13.7861166700000,300,4,5000,3300,45
168,OPT168,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  30.8108 329.8846 0074520 254.8179 239.2621 13.1868786800000,300,3,4700,3000,35
169,OPT169,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  10.5616 236.7680 0326292 236.1551  37.5369 13.7056793300000,300,3.5,4800,3500,30
170,OPT170,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   6.5746 308.3846 0747295 279.6504 319.7014 13.9291148700000,300,4,4000,3600,40
171,OPT171,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  57.5443   1.4288 0911527 112.8767 159.3001 13.2849352900000,300,3,4500,3700,30
172,OPT172,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   8.6601 134.3637 0706121 166.0526  34.7406 13.7578372600000,300,3.5,5000,3400,40
173,OPT173,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  21.7605 339.2021 0255388 264.0036  99.6852 13.0764890100000,300,4,4700,3300,35
174,OPT174,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  35.0107  98.3196 0093528  92.8352 307.8290 13.5596789800000,300,3,4800,3000,45
175,OPT175,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   8.7172 293.1079 0086895   6.2264 162.7309 13.4163568100000,300,3.5,4000,3500,35
176,OPT176,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  41.3814 245.2440 0209111  34.4196 193.0473 13.8513143100000,300,4,4500,3600,30
177,OPT177,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  55.2992  59.3226 0184179 338.1161 172.2622 13.9233243000000,300,3,5000,3700,40
178,OPT178,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  52.7613 214.3880 0322217  62.5791 249.9408 13.5512289900000,300,3.5,4700,3400,30
179,OPT179,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  30.8884 287.7984 0608242 336.2326 121.2295 13.0433679900000,300,4,4800,3300,40
180,OPT180,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  36.9286 147.7475 0080130 185.5129 154.9387 13.1253508000000,300,3,4000,3000,35
181,OPT181,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   2.7728  54.9867 0803184 316.7750 178.3024 13.7272188200000,300,3.5,4500,3500,45
182,OPT182,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   3.3894 273.2064 0272682 182.2957 198.3588 13.0623417600000,300,4,5000,3600,35
183,OPT183,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   9.8348  11.3222 0304373 343.5794 234.1504 13.6392477400000,300,3,4700,3700,30
184,OPT184,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  34.7612 255.7488 0089687   4.6645 294.1916 13.3000562100000,300,3.5,4800,3400,40
185,OPT185,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  20.5821  77.6929 0479285 215.1471  50.0245 13.4004611500000,300,4,4000,3300,30
186,OPT186,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  58.1844 254.8099 0419201   1.4798 119.3835 13.1294286800000,300,3,4500,3000,40
187,OPT187,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  30.5177 223.9633 0362413  18.2672 289.3497 13.3365801600000,300,3.5,5000,3500,35
188,OPT188,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  53.9794 326.4361 0008400 213.5916 154.6343 13.1769269800000,300,4,4700,3600,45
189,OPT189,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  46.0887 154.4844 0076503 343.0884 301.0651 13.1680121900000,300,3,4800,3700,35
190,OPT190,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  31.4672 115.4662 0548169 351.3444   3.6404 13.8462434300000,300,3.5,4000,3400,30
191,OPT191,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   3.7765 334.1498 0862110 317.6054  10.7282 13.3249498600000,300,4,4500,3300,40
192,OPT192,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   6.1955 161.0495 0629282 128.3424 234.3849 13.9080724400000,300,3,5000,3000,30
193,OPT193,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  12.2755  98.1400 0003762 212.9770 114.6391 13.6460812000000,300,3.5,4700,3500,40
194,OPT194,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  29.6465 296.5214 0535705  53.2699  71.1047 13.5135766200000,300,4,4800,3600,35
195,OPT195,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   1.0598 118.4649 0117728 221.4429 315.4071 13.9295922400000,300,3,4000,3700,45
196,OPT196,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  49.2133 283.6221 0079214 341.0940  74.5334 13.4088198400000,300,3.5,4500,3400,35
197,OPT197,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  17.0363  74.2999 0544694 298.6972 305.2655 13.9097640600000,300,4,5000,3300,30
198,OPT198,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  39.2200 259.9831 0855416 245.6969  52.7347 13.7856887800000,300,3,4700,3000,40
199,OPT199,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  10.5571 234.5000 0280219 113.1676 131.3258 13.5605442100000,300,3.5,4800,3500,30
200,OPT200,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  36.4632 225.8333 0139524 187.4605 215.8466 13.0631250000000,300,4,4000,3600,40
201,OPT201,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  43.9042 115.8696 0880136 114.8061 231.4435 13.5280313700000,300,3,4500,3700,35
202,OPT202,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  17.5888  12.3612 0812767 183.6066   4.1451 13.0296140700000,300,3.5,5000,3400,45
203,OPT203,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  58.5006 343.9799 0361289  67.1015  96.3819 13.0253792400000,300,4,4700,3300,35
204,OPT204,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   2.0417 143.3812 0970387  98.6227 151.5769 13.2993287400000,300,3,4800,3000,30
205,OPT205,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  26.7926 161.1922 0453617 247.8014 284.8557 13.3039829500000,300,3.5,4000,3500,40
206,OPT206,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  16.7773  72.3536 0002676  90.9652 116.4265 13.6819223100000,300,4,4500,3600,30
207,OPT207,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  33.1361 256.8358 0302349 306.0257 243.9248 13.8338069500000,300,3,5000,3700,40
208,OPT208,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  44.3984 202.7976 0124462 325.8880 316.7975 13.2276020800000,300,3.5,4700,3400,35
209,OPT209,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  21.9032 198.9879 0212531 341.4977 211.6433 13.3790362700000,300,4,4800,3300,45
210,OPT210,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  14.8558 277.0824 0308456 333.9239 149.2452 13.7753529500000,300,3,4000,3000,35
211,OPT211,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  13.1541 208.5943 0511525 155.1276 353.7420 13.9275238200000,300,3.5,4500,3500,30
212,OPT212,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  21.7207 218.0762 0841780  11.2654 153.6564 13.3691602900000,300,4,5000,3600,40
213,OPT213,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  26.3822 293.3824 0203647  44.4496 212.2889 13.4099898500000,300,3,4700,3700,30
214,OPT214,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  14.7882 101.7004 0976118 195.4559 206.7625 13.8065106800000,300,3.5,4800,3400,40
215,OPT215,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  56.0978 224.2196 0056484  94.8549  52.6657 13.9876763900000,300,4,4000,3300,35
216,OPT216,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  53.4482 210.1323 0284680 297.5380  83.0297 13.6772494800000,300,3,4500,3000,45
217,OPT217,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   8.8498  10.1457 0129303  46.0813   5.5245 13.4890979900000,300,3.5,5000,3500,35
218,OPT218,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  29.2386  10.7522 0755368 226.4242 109.1424 13.8301390400000,300,4,4700,3600,30
219,OPT219,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  24.3200  23.4614 0681244 354.8223 155.1712 13.6661632700000,300,3,4800,3700,40
220,OPT220,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  48.4958 302.3848 0959244 294.2483 250.6653 13.0183422300000,300,3.5,4000,3400,30
221,OPT221,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  41.8935  28.4015 0499892  53.9144  30.7420 13.7900831700000,300,4,4500,3300,40
222,OPT222,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  31.2989 216.6341 0048701   6.4280 222.5080 13.2787616400000,300,3,5000,3000,35
223,OPT223,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  52.7439 287.3888 0944674 313.0560 167.1261 13.9338044000000,300,3.5,4700,3500,45
224,OPT224,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  35.4942 314.4881 0237229 271.8804 326.7047 13.4935016200000,300,4,4800,3600,35
225,OPT225,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  11.2028   4.5260 0362614 143.8712 139.9710 13.9682288500000,300,3,4000,3700,30
226,OPT226,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  58.2124 346.4684 0037549 319.2639 136.9624 13.3894530100000,300,3.5,4500,3400,40
227,OPT227,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  37.3304 153.3276 0940630 117.2369 104.9420 13.6009657900000,300,4,5000,3300,30
228,OPT228,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  24.1330 180.1363 0658330 136.1589 191.4132 13.0851386500000,300,3,4700,3000,40
229,OPT229,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   3.8268 285.2899 0191375 291.8404 291.2117 13.5991253300000,300,3.5,4800,3500,35
230,OPT230,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  23.5745 277.6258 0529164 157.5502 231.3376 13.5746568200000,300,4,4000,3600,45
231,OPT231,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  13.4312  62.4124 0328380 270.0965  65.4767 13.1615371100000,300,3,4500,3700,35
232,OPT232,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  14.9696   4.2228 0187150 102.3641 220.1522 13.5264569800000,300,3.5,5000,3400,30
233,OPT233,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  34.9199 236.0869 0890397 210.0087   1.1392 13.8792741200000,300,4,4700,3300,40
234,OPT234,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  17.5689  19.0000 0514310 293.2451 255.8663 13.7791253700000,300,3,4800,3000,30
235,OPT235,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   4.6858 197.1659 0462121  66.7550 159.9311 13.3030106400000,300,3.5,4000,3500,40
236,OPT236,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  17.2009  10.6402 0064672 313.4183  47.3425 13.5665512300000,300,4,4500,3600,35
237,OPT237,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   0.4276  60.9375 0935658 230.4149 138.6957 13.3407615400000,300,3,5000,3700,45
238,OPT238,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  43.6845 173.3871 0582854   9.4835  14.1129 13.8036620700000,300,3.5,4700,3400,35
239,OPT239,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  46.0422 354.4707 0793035 328.9282 293.3848 13.2529677400000,300,4,4800,3300,30
240,OPT240,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  11.7256 189.9650 0409285  83.5303 289.0293 13.0266240900000,300,3,4000,3000,40
241,OPT241,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   3.0673 207.4936 0572421 228.4315 115.8288 13.6303238900000,300,3.5,4500,3500,30
242,OPT242,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  57.9037 327.5888 0839192 229.4095 213.9112 13.4115006900000,300,4,5000,3600,40
243,OPT243,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  34.4002 145.0345 0091849 137.5408  11.9762 13.7600658100000,300,3,4700,3700,35
244,OPT244,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  35.6479 124.4413 0689311 332.8494 239.6557 13.7471216000000,300,3.5,4800,3400,45
245,OPT245,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  11.8875 293.5982 0235996 138.0524 225.1056 13.4102236500000,300,4,4000,3300,35
246,OPT246,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  15.7915 102.3522 0119420 144.5838 243.0152 13.9284582400000,300,3,4500,3000,30
247,OPT247,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  21.9869 247.3322 0892461 246.1839 209.1064 13.2986362700000,300,3.5,5000,3500,40
248,OPT248,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  29.7108 148.2365 0517172 301.0350 154.4339 13.9142941100000,300,4,4700,3600,30
249,OPT249,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  17.4647 102.0904 0318586 106.1132  79.2689 13.9084654900000,300,3,4800,3700,40
250,OPT250,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  34.6795 356.6468 0475981  57.8114 106.4432 13.4120852200000,300,3.5,4000,3400,35
251,OPT251,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  11.7970 199.7084 0146880  78.9033 355.8106 13.0326869300000,300,4,4500,3300,45
252,OPT252,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  46.2270 208.6625 0426160  28.5027  56.0921 13.8118287600000,300,3,5000,3000,35
253,OPT253,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  40.4172 245.7038 0480540 326.9711 224.2869 13.3059635900000,300,3.5,4700,3500,30
254,OPT254,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  38.6832  25.1925 0369274  23.7074  97.8079 13.3815778100000,300,4,4800,3600,40
